"","statefips","state","state_name","total","top_01","top_05","top_10","top_25","top_50","top_75","agi_01","agi_05","agi_10","agi_25","agi_50","agi_75","total_agi","sum_agi_01","sum_agi_05","sum_agi_10","sum_agi_25","sum_agi_50","sum_agi_75","total_sal_num","total_sal_amt","num_sal_01","sum_sal_01","num_sal_05","sum_sal_05","num_sal_10","sum_sal_10","num_sal_25","sum_sal_25","num_sal_50","sum_sal_50","num_sal_75","sum_sal_75","total_int_num","total_int_amt","num_int_01","sum_int_01","num_int_05","sum_int_05","num_int_10","sum_int_10","num_int_25","sum_int_25","num_int_50","sum_int_50","num_int_75","sum_int_75","total_div_num","total_div_amt","num_div_01","sum_div_01","num_div_05","sum_div_05","num_div_10","sum_div_10","num_div_25","sum_div_25","num_div_50","sum_div_50","num_div_75","sum_div_75","total_businc_num","total_businc_amt","num_businc_01","sum_businc_01","num_businc_05","sum_businc_05","num_businc_10","sum_businc_10","num_businc_25","sum_businc_25","num_businc_50","sum_businc_50","num_businc_75","sum_businc_75","total_cpgain_num","total_cpgain_amt","num_cpgain_01","sum_cpgain_01","num_cpgain_05","sum_cpgain_05","num_cpgain_10","sum_cpgain_10","num_cpgain_25","sum_cpgain_25","num_cpgain_50","sum_cpgain_50","num_cpgain_75","sum_cpgain_75","total_scorp_num","total_scorp_amt","num_scorp_01","sum_scorp_01","num_scorp_05","sum_scorp_05","num_scorp_10","sum_scorp_10","num_scorp_25","sum_scorp_25","num_scorp_50","sum_scorp_50","num_scorp_75","sum_scorp_75","total_tax","sum_tax_01","sum_tax_05","sum_tax_10","sum_tax_25","sum_tax_50","sum_tax_75","Year","avg_inc_1","avg_inc_5","avg_inc_10","avg_inc_25","avg_inc_50","avg_inc_75","avg_tax_rate_01","avg_tax_rate_5","avg_tax_rate_10","avg_tax_rate_25","avg_tax_rate_50","avg_tax_rate_75"
"21",23,"ME","Maine",625204,6252,31260,62520,156301,312602,468903,415704.28,183746.85,133610.4,82193,43965,23471,43239637,5730577,12047088,16873346,26589635,36073509,41255007,508625,28943935,5152,2160765,26365,5994540,53386,9343383,134163,16331310,267392,23405873,400258,27544697,261465,409576,5976,119034,27599,190327,51482,230789,111973,296940,182672,355800,223359,384310,122664,1203303,4833,436577,19067,702911,32046,828067,59901,998731,89452,1121645,106342,1169931,106954,1701223,1816,174883,7983,448766,14829,614990,32975,920802,58278,1264794,78057,1497668,106628,2387426,4958,1309159,18885,1799122,30633,1985854,54930,2204816,79752,2328520,93509,2368634,36678,2153471,3424,1228215,10166,1754578,14741,1907299,22868,2060900,30103,2135810,33672,2154621,4589582,1328568,2300975,2867739,3703713,4338751,4564261,2019,916599.008317338,252579.614523353,154390.850927703,103606.156897453,60676.9886309109,33150.7667897198,0.231838434419431,0.153946854521428,0.117433423575781,0.0860384041685051,0.0669597677067409,0.0435221628957494
"22",24,"MD","Maryland",2831202,28312,141560,283120,707801,1415601,2123402,541519.9,245247.85,178589.9,104734.75,53469,25535,255003853,40412791,77928241,107227379,164637383,218325151,245583357,2335378,179091679,24235,15020042,125698,40867858,252557,63045721,622869,106875836,1226434,148853670,1842109,171876349,1074064,2188783,27295,796721,126160,1152130,236963,1357008,514609,1724200,821470,2006271,971823,2116388,557578,5467839,23889,2074062,97724,3260735,166970,3850131,312937,4683468,449381,5208156,512007,5375366,574730,7019823,8460,1199545,37904,2769138,69642,3519975,154672,4562515,270861,5335639,378324,5948870,481436,12630334,23891,8474029,92519,10396646,153629,11155040,277960,12031024,391694,12464681,443987,12581979,145279,14652737,17212,10302559,44919,12916582,62399,13585592,93354,14237749,120580,14549221,135249,14650945,33503287,10388105,17003687,21137189,27612122,32094246,33375577,2019,1427408.55467646,331268.101864934,206973.283413394,135183.82974515,75851.6077988132,38511.1154123829,0.257049927583571,0.176342866738904,0.141079304107855,0.112784054151956,0.0834850128245227,0.0470071654752334
"23",25,"MA","Massachusetts",3169490,31695,158475,316949,792373,1584745,2377118,765790.55,298601.65,201983.1,112732,57700,28505,352186622,78364384,133557470,171831476,242510947,306855775,340260526,2644680,234114909,26735,27861310,141059,65887338,285519,95003413,709643,149072925,1391317,197942862,2079590,225287352,1305322,4332385,30747,2077834,141880,2688664,263399,3002235,565088,3529972,927585,3986030,1135611,4184108,804930,10551835,28482,4798987,122988,6902471,214906,7893741,410322,9198938,616180,10067993,719929,10373472,540683,12195033,9157,1705746,43391,4168679,79994,5657391,175130,7923452,295626,9807641,394784,11032324,687153,34166745,28832,25471125,121426,29803795,206252,31407439,373995,33055263,540629,33861708,622232,34088259,176188,21518331,18648,14148255,54238,18616814,77848,19825332,116851,20872363,149326,21377824,165083,21511432,54400329,20734686,31922573,37872444,46437093,52299532,54184015,2019,2472452.56349582,435345.369932166,241515.996314853,148666.182186848,81205.3278005785,42157.8612597855,0.264593236641789,0.202704501792127,0.155454618468733,0.121175906933429,0.0911097159199804,0.0564136221221945
"24",26,"MI","Michigan",4436898,44369,221845,443690,1109225,2218449,3327674,436491.18,192677,140779,85044,43076,20778,320753844,50691772,97468681,133551959,205606716,273865320,308456533,3532725,218521103,38921,19928407,196008,51902745,391659,78677986,960368,131714780,1892015,182954350,2810603,210163794,1450520,3254508,41061,1308385,174339,1800735,311511,2068759,643519,2534019,1016973,2928193,1239705,3115292,847450,6939152,35677,2836588,138522,4209250,229948,4851302,430228,5820322,635272,6509510,748429,6772837,708979,8829186,11980,1259685,51739,2979382,93912,3851893,206067,5299122,358989,6685149,496277,7564098,747884,15924193,36097,10780372,133092,13021216,215312,13918242,391005,15050899,567854,15679044,663934,15870447,224617,18772264,26621,13190958,70731,16503368,97546,17368066,144139,18215141,186258,18653217,209219,18781571,37169657,12581000,20039926,24484388,31060702,35748186,37078194,2019,1142504.27100002,263567.518988483,162650.850819266,108265.916893927,61537.2584798021,31185.0282855147,0.248186234247246,0.159457436574101,0.123172345927108,0.0912682836471158,0.0686724269954305,0.0384493021392456
"25",27,"MN","Minnesota",2587748,25877,129387,258775,646937,1293874,1940811,526212.84,225519.65,161832,99091,53130,27703,222832980,34774167,67306625,91645152,140036175,187525621,213194533,2157638,155749188,22920,14362786,116952,36896639,233878,55251618,575099,91817799,1126474,127536669,1688248,148567338,956181,2121996,24487,846798,107299,1153790,192723,1317950,406007,1601581,667886,1883971,820224,2014225,615336,5475163,21595,2448608,91597,3416008,157384,3884241,299946,4567229,458087,5116442,542093,5325571,391725,5884690,6786,598843,29637,1625671,55160,2247450,125757,3332344,221610,4458336,293569,5177500,537035,11283829,21821,6758905,87735,8608301,145545,9387825,267322,10361517,401958,10982091,473388,11181357,173793,14040730,14897,8591462,46039,11661086,67851,12591449,107585,13494639,143340,13919964,160614,14042191,27483325,8848999,14391790,17609677,22363070,25998396,27315158,2019,1343825.28886656,314292.899236789,188104.978823384,124667.079724445,73406.600642721,39677.6069385427,0.254470480917631,0.170377258306151,0.132213712029491,0.0982288181839016,0.0765501875932602,0.0512979280150246
"26",28,"MS","Mississippi",1189595,11896,59480,118960,297399,594798,892196,327111.22,154615.9,114423,66318,33562,17490,66517221,8817382,18574046,26398800,41881445,55961520,63390182,999948,47251407,9939,3276502,50775,9569819,102232,15225816,254912,26775719,514497,38341131,775289,44890468,259943,533140,10503,197561,42211,290273,73473,341056,142273,427718,202161,485757,233115,512480,122368,962594,8252,419771,28652,631581,45185,723002,76907,852059,100932,919488,112589,944796,238024,2041525,4557,407254,17383,817085,30477,1003329,64469,1293448,110350,1463938,156929,1543258,108114,1976427,8285,1214620,27180,1577350,41693,1710989,69170,1869837,89509,1942960,99449,1965221,50090,3700261,7304,2663515,18872,3338514,25529,3497833,36225,3644453,43705,3693070,47231,3704686,6152836,1981444,3323563,4128217,5291507,5984787,6143701,2019,741205.615332885,205040.854068594,131552.689979825,86767.158524762,47344.0563014671,24978.8566163861,0.224720217406936,0.13755921081222,0.102834414986081,0.0751350948109964,0.0492383740853653,0.0213920084128205
"27",29,"MO","Missouri",2642095,26421,132105,264210,660524,1321048,1981571,427917.24,186671,135176,81563,42273,21403,188619850,32048608,59246804,79953076,121116896,160408519,181024173,2169683,128112642,22710,11724273,115164,29831276,230949,44906100,571020,75201260,1134569,105418831,1702000,122461555,853235,1883737,24493,750876,104847,1022294,188605,1175710,389505,1450532,609003,1682455,735596,1793160,507777,5170714,21360,2610184,84600,3501779,141870,3909526,264215,4502060,385964,4914016,451037,5067811,410870,5183450,7940,681527,32608,1676497,58498,2184839,128948,3058271,223940,3945116,301651,4541438,449129,10265231,21430,6871994,80327,8291172,131170,8872976,237842,9610959,343872,10048796,400413,10195815,139193,11475333,15192,8127409,42993,10162151,60916,10703123,91323,11196146,117110,11431919,129754,11486107,21441503,7852351,12100375,14557907,18094576,20610804,21375921,2019,1212997.53983574,257353.960864464,156741.016615571,103866.681469744,59485.5342122315,31211.1069561544,0.245013792798739,0.156187711861478,0.118685391556723,0.0859169289924988,0.0640398081799777,0.0371133993614755
"28",30,"MT","Montana",486435,4864,24322,48644,121609,243218,364826,438858.74,185092,134134.6,82682,42501,21314,34640248,5694705,10765435,14537644,22152216,29469581,33261312,388524,20928218,3857,1463979,19809,4099895,40187,6523866,100946,11714282,201217,16942385,303269,19925687,174299,427694,4552,133167,19916,207777,35409,248162,73600,313532,119686,373414,147442,402794,105475,1016746,3566,391263,14714,589395,25250,683300,48776,822731,74933,925852,89974,972277,83511,1121221,1449,94727,6508,285599,12166,398644,27349,601535,48598,845127,64574,1012376,100234,2778954,3921,1629611,15512,2128695,25846,2319099,48269,2551147,73238,2699737,87399,2753416,46160,2930128,3410,1613056,11606,2367905,17206,2582755,27265,2789109,37397,2907837,42262,2931077,3787707,1335909,2101735,2532673,3164378,3624365,3774595,2019,1170786.38980263,260598.725459965,155094.523476688,104359.240731858,60171.2455492603,31179.9470429577,0.23458791983079,0.151028747340127,0.114240223699164,0.0829600140362452,0.0628623828386311,0.0396204266600136
"29",31,"NE","Nebraska",845598,8456,42280,84560,211400,422799,634199,436270.38,191897.15,141358,88533,47398,25305,64046570,9851896,18784357,25649707,39677570,53511004,61068096,718381,43671023,7453,3255512,37193,8789389,74746,13722357,186382,24206922,370809,34950011,558086,41345061,304120,723006,8021,279778,34906,384810,62819,441484,131519,543499,212666,639157,259743,684060,180965,1621804,6824,823754,27454,1086477,47127,1207658,89961,1388150,135205,1528431,159171,1581565,128562,1512785,2422,179217,10401,425927,18883,555442,42645,814619,75078,1123603,97666,1318594,169930,3582490,6946,2082653,27172,2666322,45435,2902474,84803,3241685,126928,3458330,149483,3535353,66308,4460815,5618,2753852,17851,3730767,26084,4017291,41233,4294536,55107,4436300,61372,4465855,6959756,2338324,3709612,4514614,5689801,6587383,6917045,2019,1165077.57805109,264086.477057711,162378.192999054,110594.946389152,65437.5564690467,35747.8334910123,0.237347613088892,0.153517378917188,0.117255784482947,0.0837751979756289,0.0648849736081439,0.0436228644563279
"30",32,"NV","Nevada",1446121,14461,72306,144612,361530,723061,1084591,488020.4,189406,134631,78568,41048,21695,111954773,26588507,42325748,53710847,75760934,96398098,107593413,1200607,69092193,11153,6232326,58485,15410370,119150,23266191,301253,39395971,614256,55976032,934779,65705355,335391,1526838,13157,888437,53663,1124217,91990,1218066,175781,1356422,254487,1449410,294907,1490493,189343,3512133,10714,2282247,39663,2822349,63532,3014521,110275,3265136,150171,3411898,169607,3468214,246894,2967817,4018,552727,17522,1124870,31486,1412691,66621,1844298,115357,2231468,162297,2504593,187281,9850906,11580,7894479,41656,9010704,65075,9338758,109368,9644418,148505,9802342,168036,9839622,71451,8641725,9458,6559025,25620,7907525,34591,8222059,48652,8504771,59815,8621731,65869,8649396,14219455,6523246,9061390,10448081,12443493,13766628,14177135,2019,1838635.43323422,272058.795055752,157457.181976599,101651.716316765,57082.6955364823,30966.4896412469,0.245340815864539,0.161282654310244,0.121798765210562,0.0904945182302455,0.0641141873951285,0.0366677489646339
"31",33,"NH","New Hampshire",660133,6601,33007,66013,165033,330067,495100,541699.28,240046.4,172138.8,104634,55709,28876,60544128,9935716,18661305,25271149,38362925,51136826,57947409,550703,41357491,5508,3815865,28553,9659219,57917,14522590,144979,24320995,286354,33871487,429649,39417730,248659,626453,6232,241679,27595,337147,50052,388595,105401,477813,172903,560032,212823,596294,157666,1634453,5551,607196,22895,957609,39449,1121203,75825,1349946,116182,1526696,138170,1591558,102881,2814404,1992,616104,8737,1141068,15833,1437942,34807,1911922,60244,2365861,78330,2620739,133586,4250190,5567,2839664,22375,3471595,37228,3720207,67896,4008936,100578,4177235,118106,4230353,31440,2168166,3526,1320544,9674,1786522,13588,1928445,20195,2070728,26139,2144576,29042,2164383,7937186,2556980,4113448,5046758,6460213,7500814,7882132,2019,1505183.45705196,330439.634931455,200261.891777253,132213.451827914,77401.6323909013,41268.0070046597,0.257352363936328,0.17837970594306,0.141200004115074,0.10796510725512,0.0814630550213283,0.0559890394111635
"32",34,"NJ","New Jersey",4121406,41214,206070,412141,1030352,2060703,3091055,705199.75,289336,198354,110883,55339,25997,419868575,75853287,143950858,192571969,282987734,364702032,405377069,3425588,295623857,35887,33904293,186727,83234262,375205,120636104,921177,189314113,1797031,251324958,2690776,284895661,1438874,5154294,39312,2157849,176403,2917257,320191,3350073,666950,4099916,1063819,4728613,1273735,4986493,1031838,10732343,36375,4251528,158308,6341841,278173,7436697,539774,9032120,807413,10151811,934999,10525288,719394,14542319,10318,1999082,50024,5087588,94562,6870158,210833,9388302,358815,11408906,493188,12824214,861925,22690576,36521,15174031,150758,18645226,255627,20034483,471861,21599736,684961,22401367,785687,22621524,258315,25313898,24555,15582524,72309,21221190,105258,22847132,163005,24357226,212699,25077147,239121,25287408,61820017,20756314,34370377,41860599,52627015,59667351,61625254,2019,1840473.79531227,413073.05163294,235943.490350413,146253.892279497,79307.243842147,39476.8360715561,0.273637634187164,0.19991995015505,0.154052876331847,0.119076756138711,0.0861579450881411,0.048135248162159
"33",35,"NM","New Mexico",899477,8995,44974,89948,224869,449739,674608,357712.08,172163,125871,73542,36965,18466,56324213,8519005,16744588,23295168,36196570,48023701,54129179,725062,36381742,7070,2273194,36492,7152663,73619,11544035,183920,20593340,372335,29682776,564617,34727889,250445,541064,8136,177041,35022,271634,62226,327267,124170,421043,185806,486613,219131,516796,125396,1177164,6375,450032,24909,712049,40851,838075,72426,1010909,99335,1113122,112752,1150863,131067,1663323,2677,284318,10893,571442,19645,729593,41737,989461,69748,1235063,93537,1443342,114046,3522560,6641,2542022,24442,3006205,39137,3181393,67213,3382307,91148,3483206,103084,3511974,39476,2673752,4979,1880788,12915,2351799,17850,2476940,26409,2608598,33117,2665261,36555,2675700,5900643,1931124,3158587,3917706,5027282,5710905,5889651,2019,947082.267926626,228621.7793713,145652.599279584,95621.8972583956,52595.415128741,27151.265848116,0.226684219577286,0.149225045811342,0.115885768893747,0.0860042962772573,0.0578012537444626,0.0292763318449432
"34",36,"NY","New York",9093979,90940,454699,909398,2273495,4546990,6820484,698225.88,245680,166193,92816,46912,22695,873724745,225630220,360653984,451033482,617451538,768971666,846066504,7477264,571079289,75451,82016020,398179,174607044,802208,241516876,1992548,366688313,3980172,487323279,5967093,551846138,3366621,15980667,88358,10298064,404532,12165955,757110,13020704,1622229,14342652,2527265,15294508,2993544,15692140,1900962,27584377,80439,15397774,330126,20271744,559624,22306566,1040593,24963127,1495273,26617668,1715996,27207428,1624039,29308104,23753,5581608,113390,11536727,207120,14221331,434384,17921163,726869,21123594,1023769,24447909,1618072,72256899,80943,57459749,315077,65333929,515255,67826248,915343,70429940,1286631,71712105,1468036,72097516,560887,60171042,60531,43279490,171478,54352596,241355,56865234,359854,59012676,458533,59940621,515548,60202436,136007888,62006313,88519696,101725402,120430622,132590079,135748630,2019,2481088.84979107,371190.16711614,198767.751853424,121998.696573631,66646.343185272,33910.288744989,0.274813865802196,0.196360864299413,0.146113956065567,0.112398981514362,0.0802497804120123,0.0409696820427848
"35",37,"NC","North Carolina",4444666,44447,222233,444467,1111167,2222333,3333500,473188,203682,142509,81794,41245,20938,323085293,52181581,102730157,140086249,211247992,276227809,310105732,3684944,223498787,38689,21313252,195651,55641907,388587,82454035,957587,134537434,1916141,185484832,2876969,213856456,1375642,2852304,41529,960966,180161,1456611,326709,1748239,677211,2224614,1031703,2576505,1216938,2731501,786627,7279924,36318,2552812,148645,4259887,251530,5132912,454155,6258137,629749,6905100,713626,7131837,801961,9598912,12750,1245855,55539,2918459,102358,3841398,228531,5345315,400813,6848692,553346,8024369,695499,18079833,37308,11922465,144555,14868122,236865,16042630,412707,17284013,561897,17847520,632780,18008507,244328,19163428,26569,12295308,76053,16431099,108859,17560782,163366,18582159,207082,19070489,228609,19182968,37587235,12939704,21196559,25852354,32226438,36339639,37491241,2019,1174018.06646118,284322.590080209,168093.505044233,106737.277636118,58478.9464400459,30488.5971235647,0.247974548720553,0.163344957531544,0.124632817587022,0.0895717801628327,0.0632996704192011,0.0339926978404196
"36",38,"ND","North Dakota",340942,3409,17047,34094,85236,170471,255707,493692.7,205589.75,151540.9,97500.75,52125,27455,28396912,4589099,8514785,11474415,17610734,23777553,27096431,290225,18260406,2731,1060687,14174,3120448,29195,5182877,74833,9801476,148599,14455492,223767,17224728,121473,322298,3233,124268,14159,177502,24978,203606,51071,243986,84227,287470,104036,306395,74049,452771,2603,151348,10582,242199,17976,286945,34430,349243,53798,408997,64714,433812,51310,741262,1055,104039,4555,240170,8336,323707,18182,456763,31463,606628,40456,679278,65702,1979488,2729,1306597,10774,1599512,17510,1702073,32003,1833118,48821,1926357,58089,1960020,27192,1985832,2235,1175482,7714,1664847,11336,1787506,17490,1915352,22979,1975812,25364,1986332,3332086,1099272,1734153,2103123,2680982,3138459,3308099,2019,1346171.60457612,287849.098108227,173615.885493049,119985.901998358,72350.7831289963,38937.514665165,0.239539831239204,0.161724855222756,0.124667610478337,0.0941702998165513,0.0741836269233782,0.0511136594957694
"37",39,"OH","Ohio",5286557,52866,264328,528656,1321639,2643279,3964918,422373.44,182635,132003,80832,43700,22706,369829117,55832303,109429155,149885434,230990499,309990181,353239350,4373452,257329401,46370,23638477,231967,59572497,464508,89193072,1150951,149606559,2273079,210023586,3397252,245132303,1531847,3055052,48952,1056193,204954,1565429,357644,1846322,713088,2316979,1108398,2716862,1337910,2909358,1003855,8358425,43705,3502353,172364,5257950,287000,6055600,528870,7150981,771660,7893133,899320,8176845,774188,11192631,15918,1593456,66168,3832127,118551,5009902,251761,6918832,417378,8616950,552218,9753066,831969,16236026,43311,10341179,160932,12963017,258339,13987019,456764,15251719,650358,15933605,750199,16146584,243420,19238265,29654,13159183,81583,16933008,112800,17880236,164860,18730693,206780,19131868,227384,19246616,41802165,13804491,22240782,27038559,34277748,39809338,41625260,2019,1056109.84375591,253458.550472425,153053.323900608,102278.441025848,59773.9792984474,32723.8898065205,0.247249177595271,0.157402733279932,0.118591652979257,0.0892569286517433,0.0700204084365808,0.0419874425795326
"38",40,"OK","Oklahoma",1579574,15796,78979,157957,394894,789787,1184681,412897.62,179389.35,130407,78249,40584.5,20636,106596449,16522687,32173933,44086895,67814650,90270450,102124638,1314003,73397660,13262,5731552,68043,15648686,137327,24307239,343077,42230063,685237,60133521,1024372,70022203,467114,1118900,14340,450224,61717,633835,110333,726379,223258,880903,339307,1005182,406318,1067822,217447,2028231,11291,980159,42255,1356361,68512,1530883,120821,1769039,168601,1923873,194663,1986112,277432,2992049,5516,344038,22629,869133,40722,1130902,88360,1589751,149056,2068330,200407,2491541,197879,4916843,11907,3199961,42413,3973497,66688,4265653,113286,4624407,155113,4814253,177721,4884606,93122,6350425,10194,4178104,29450,5471713,41458,5804348,61541,6130115,78003,6292155,86538,6328261,11298990,3908112,6270474,7632012,9571339,10880047,11265899,2019,1046004.49480881,247712.929110679,150838.993137329,100143.730189882,56865.5306627365,30018.65817156,0.236530051074622,0.150937631419249,0.114290467811448,0.0817324268562281,0.0582792864204348,0.0325498465183781
"39",41,"OR","Oregon",1905206,19052,95260,190521,476302,952603,1428905,470440.85,210492,150812.5,90068,46616,23780,146705007,21182214,43281164,60015077,92869043,124198237,140549881,1536128,97542126,15762,8094315,79952,21873866,159506,33300684,393684,56406602,786707,79691115,1193441,92990542,767656,1446133,18244,422662,85102,675469,160956,826823,352907,1072882,565194,1276120,671719,1367016,385338,3379518,14835,1167864,62607,1862497,106879,2223133,199456,2738651,290911,3118139,338744,3269863,295394,4928830,4719,459238,22301,1329111,41558,1864762,92830,2794213,162167,3776035,216736,4399424,358354,8460451,15473,4594405,62917,6378192,104782,7090540,189206,7857529,271794,8271858,315393,8405827,119063,9312614,11101,5400722,33437,7603719,48803,8286007,74896,8915582,98040,9227821,109596,9305945,17126032,5196369,8809053,10946617,14104525,16322974,17044686,2019,1111810.51858073,289982.022884737,175663.839346637,114962.037364275,65776.0407809348,34330.4122174587,0.245317557456459,0.163477631290174,0.127738443483004,0.0961195369837541,0.070810918404093,0.0441369687353761
"40",42,"PA","Pennsylvania",5814046,58140,290702,581405,1453512,2907023,4360535,505357.75,213897.75,151952,90279,46990,23218,462212599,76230542,146261040,197911584,298593460,394403771,444386402,4744214,317428815,50626,32231130,256281,79999010,512140,117861447,1263313,192011420,2500814,264654757,3740405,304984457,2010035,4828008,54486,1872427,239409,2601945,431200,3006044,890437,3703555,1410594,4301169,1713409,4591416,1311768,11495158,49512,4615337,204405,7003878,346694,8121177,651844,9678198,969719,10773126,1144307,11201517,812536,14330973,16653,2085226,71672,5092211,127432,6667560,269028,9134503,450249,11382823,599165,12878066,1053683,24293345,49202,16068293,191440,19750633,311832,21182345,556531,22887229,801974,23854193,933808,24169755,295243,23771772,32138,15531790,90963,20475015,127794,21744319,190229,22930982,244935,23566890,274293,23765766,57581294,19539196,31557198,38328282,48113814,55212069,57389542,2019,1311154.83316133,301126.142706031,177674.616361028,115446.700920873,65916.4677804296,34387.4911249443,0.256317159597265,0.171610974407179,0.131094146849644,0.0971925870749568,0.0740865458624803,0.0435645934684791
