Year,state,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
2017,CO,2515175,25152,125759,251518,628794,1257588,1886381,540440,227844,160863,93543,48337,24379,212581000000,37479648991,69617570870,93359184578,138936000000,181680000000,204043000000,2103591,141536000000,20870,12870251295,109341,33262117692,220495,50152423308,548105,83778448737,1086929,116563000000,1633987,135025000000,813178,1917088169,23606,953432668,101756,1215713035,182876,1358506033,376566,1586561938,590636,1771131360,709277,1852997404,557217,4933649562,20447,1832938557,86619,2847282234,151404,3373204276,289928,4107437539,426183,4611271854,496795,4805919918,473260,7189635060,7284,720806306,33370,1866311352,63403,2636075007,144308,3951198826,252026,5277618828,341762,6270053401,528032,17672388513,21948,11300801728,90437,14331324854,153877,15510592576,283830,16755627821,408878,17395067127,472594,17596633494,272363,5352695708,3952,226259071,21957,1060894859,44782,1870180864,109124,3444408393,186374,4614990773,229945,5071972755,464812,13146533815,4027,213517397,25991,1390582418,59358,3018512466,162302,7126141013,301060,11021060921,387181,12465410426,220984,15190816414,17098,8219297459,55642,11933198408,84200,13148186759,135535,14392304262,180951,15026628922,203593,15183314396,30848677504,10116920078,16577315121,20196423990,25575880879,29424327079,30691374785
2017,CT,1614418,16144,80721,161442,403605,807209,1210814,793101,272510,183221,103871,52605,24606,175793000000,47379889124,74456114065,92142732549,125040000000,155285000000,170427000000,1326902,113410000000,13661,19104565389,70518,37397364757,142432,50298899293,353745,74683962609,694392,97301119509,1038097,109497000000,569739,2378559924,15584,1575435748,68655,1841724268,123935,1950275913,258632,2120028187,416726,2267593319,501494,2334406426,426126,5465821290,14845,2576423938,63393,3650058245,110977,4119658374,215093,4764817534,324538,5209433469,381074,5373526347,274746,6449552441,4212,896943310,22265,2410859832,41521,3228030047,90308,4362341062,150856,5291674022,201189,5904428213,359029,15904281332,14986,12213478649,62006,14055489087,104420,14708084934,190871,15394566936,279242,15759647512,324028,15869748869,213041,4322748228,2575,202635404,15343,919603038,31926,1562071653,78775,2760364657,140560,3730825161,177377,4107112528,343687,9517373242,2516,155917835,16340,937687411,38632,2054522953,110839,4968547866,214224,7889868399,280522,8982851908,99727,12237336031,10309,8368268586,31099,10791893888,44163,11394597077,65351,11895021847,83701,12145266381,93182,12227738229,29806453635,12779321056,18968700758,21838045659,25900121261,28824522846,29716694199
2017,DE,430105,4301,21505,43011,107526,215053,322579,422084,194896,144266,87818,45095,22338,31403164802,4412370327,8899481268,12464894450,19652753210,26529258174,30056514042,351775,21011939509,3609,1756093191,18765,4730689901,37499,7229708416,91652,12224586026,180916,17215751528,271913,20019950374,130577,202934049,3965,57929974,16662,90795564,29704,109571984,61275,145218192,96276,177560979,115185,192982040,90395,753008068,3543,304283966,14409,449478423,24672,521251940,46963,629896681,69607,708462792,81124,736297899,56768,761855089,1097,102733343,4677,240935796,8423,320612239,18495,445791187,31215,568788638,41336,661300492,76023,1396538752,3564,849344446,13558,1087037134,22356,1185379201,40936,1308370417,59432,1375281309,68772,1391614462,57928,1120580283,894,51735274,5069,247962463,10031,417658812,23800,742577123,40089,980977439,49683,1072086537,112034,3071730860,1006,67148931,7028,413010300,15057,799897835,39406,1717646851,71705,2550734922,93098,2900718396,22554,1643292604,2402,1108779740,6377,1394439633,8955,1474711351,13881,1566728715,18407,1623993644,20838,1642431395,4072821335,1143227265,1965983184,2474815333,3281987309,3884350874,4055088311
2017,DC,334410,3344,16721,33441,83603,167205,250808,776518,297707,196385,101140,53252,25945,34743187629,7442185626,13245280529,17240749520,24153682847,30301657229,33570900769,289261,23810226875,2452,2291557844,14026,6051242787,29038,9119727965,73910,14720296488,149173,20000424735,223790,22856867602,98049,231162619,3192,128180491,14330,163834754,26151,180484689,53246,206956789,78671,221910432,90638,227485678,78320,979962778,3030,428706027,13170,662226762,23539,767925835,45408,894838620,65031,952093080,73558,970454714,62484,1332969220,1046,301387606,4909,623077844,9012,805253821,18754,1022127526,30860,1146227811,42765,1219494449,68691,2657220565,3038,1760579417,12767,2231629832,22189,2396243559,41288,2565676770,57638,2627276139,64817,2649127237,20457,515905227,680,53228159,3203,196625143,5879,290817028,11415,415136402,16042,480026423,18434,502755426,46219,1760277962,679,54637652,3461,276732221,6787,498684623,15698,971737722,27657,1418466624,38000,1667411869,16487,2756595626,2390,1978206785,6515,2596802029,8909,2685085245,12419,2733491788,14616,2752410032,15698,2756633213,6129120056,2050033006,3377646757,4084172123,5135090700,5891498497,6107673142
2017,FL,9485332,94853,474267,948533,2371333,4742666,7113999,557708,196973,133463,73548,35941,17897,750608000000,213461000000,325887000000,401559000000,540977000000,663846000000,726074000000,7452972,421201000000,74231,51947084894,380266,115093000000,763490,163750000000,1901947,258171000000,3883206,352361000000,5878480,404047000000,2378380,10949966756,87933,6393645994,363651,8073391333,631665,8773378445,1228712,9764776829,1784673,10423887064,2084942,10715810327,1702433,27550172784,76931,14463346793,307430,19997396430,517262,22234052622,948933,25026982555,1324847,26581433071,1522521,27153467024,2023957,21092684043,25805,3707862705,111446,7424372461,203515,9171834326,449480,11938687673,816919,14562192357,1253322,16706325312,1577353,89034054189,81894,71541535843,317962,81218774610,519550,84307901152,914897,87362630459,1248236,88621100006,1418313,88946548033,1072892,23777545046,20452,1807178838,113305,7432071332,225156,11556188820,507977,17944948385,770961,21494008277,923862,22923730963,1904560,51627671797,20572,1416362617,131095,8163210115,294745,16298695125,765223,33228042633,1281548,44927401400,1612232,49495902988,846611,77534286389,71190,54012706146,225068,67375601545,326067,70957945575,505234,74720766127,668466,76788213290,767626,77452958092,118607000000,59625169261,81898611550,92747669289,107544000000,116385000000,118449000000
2017,GA,4213034,42130,210652,421303,1053259,2106517,3159776,481227,198547,138197,77580,37765,18349,301922000000,57388489815,104805000000,139242000000,203999000000,261742000000,290481000000,3537844,210343000000,36681,21996368373,188824,55048680109,377235,80752120366,928761,129879000000,1848189,176605000000,2762064,201512000000,949554,1881281728,38393,828814850,156504,1131691756,269821,1294132714,516266,1552455019,741317,1737046647,853963,1819805165,653618,6244774042,33950,2850377999,135666,4161568442,224773,4758760049,395560,5539935304,536062,5994326085,601322,6148489473,955976,7482524621,11663,1124111558,52630,2636023072,99404,3390409114,227224,4493347981,417637,5344345668,625748,5883446734,577956,18613453523,35545,13574505031,134087,16113285432,214225,17035828077,361517,18027265485,479504,18456000963,533666,18570789558,354880,6719950507,6455,360460639,35608,1650009496,71298,2780397459,164184,4738983482,255780,5958029175,309107,6454395862,786273,20198457428,6653,367497504,45542,2545404418,106803,5438353775,292816,11962116213,518678,17217482250,668625,19304890142,261074,22849678996,27499,15183546357,79924,19712175421,114636,20936172758,172936,22129907391,220907,22726352352,244888,22867789969,40182492630,14605998401,23544938207,28346633000,35082018827,39208882569,40114784688
2017,HI,647062,6471,32353,64706,161766,323531,485297,397511,186504,138931,85053,45205,23288,46035509967,6481802802,12912655600,18065441924,28514439041,38613296190,44050315055,524083,30697945123,5143,2070607463,26734,5879956711,54320,9419651041,135776,16905190103,272691,24660223417,413979,29229615484,226130,305046992,5870,110384702,25985,154615061,47984,181204439,101657,227756904,162180,269142706,195319,288257799,133332,959137731,4847,356210736,20226,546386115,35316,642922482,68209,788790566,101764,892961969,118689,931763407,105933,1859840497,2080,315034883,9034,723145925,16223,914167419,34977,1217299241,59209,1492860190,77865,1668272660,112568,2934309849,4993,1934331484,19630,2430761495,32806,2599246252,60124,2795672014,86971,2894657182,100605,2923037863,67988,1190263491,1431,90477592,7350,333125191,13826,508816466,30298,827220284,48057,1046407688,57366,1129731532,140810,4153594640,1837,134288847,11168,705173077,22625,1279996116,53750,2505806295,91373,3525644822,114143,3920004409,32209,1947372293,3515,1196392740,9828,1613336544,13742,1731343141,20446,1859190327,26352,1927922198,29333,1946006123,5731616402,1622011384,2737324631,3427581160,4543455979,5406284532,5698088028
2017,ID,704175,7042,35209,70418,176044,352088,528131,390602,170760,124372,77061,40900,20890,46384513049,7043328655,13662436458,18722792606,28953729736,38984621836,44308027945,577305,30462806082,5730,2106713347,29760,6036981360,59966,9552696386,149622,16966123848,298836,24619168601,448409,28907545218,197736,431961264,6346,152077302,26235,224024347,45616,261383877,90273,323550062,139200,377388281,168605,406834986,116728,840365406,4875,317873654,18948,480202609,31590,562104755,58371,681766327,85565,770529504,101513,810646200,120474,1431579280,1867,182527161,8567,408585812,16297,538448346,37908,770586811,68670,1050653913,92135,1263948625,122692,2839779017,5635,1565228549,21652,2149431350,35413,2369046219,63255,2625033828,91111,2769924548,107065,2818528298,77827,1305569176,1231,73065791,6741,313334316,13093,498749954,30137,835725315,50205,1097018212,63756,1223064533,145593,3576929225,1243,73269228,8444,460898448,18647,909887522,48844,1948781493,88554,2898082500,116846,3339744715,57741,3973638390,4727,2386177469,14875,3233675236,21667,3488810758,34157,3766395748,46528,3925374527,53033,3970078763,5275237503,1742447025,2843071859,3463116999,4385693625,5036960775,5250397011
2017,IL,5601668,56017,280083,560167,1400417,2800834,4201251,535799,217100,153471,89704,45757,22041,459437000000,88047538199,157347000000,207727000000,304851000000,395935000000,442094000000,4653113,313085000000,48130,34208348317,247995,82269971115,497516,119491000000,1230175,191961000000,2436118,262515000000,3642868,300394000000,1747134,4451450608,52506,2447606828,223057,2960542868,397461,3243027563,819716,3726572054,1280028,4124903057,1533786,4310426139,1226381,11450368216,48643,4902960367,202643,7212958493,346787,8298195559,653098,9816279872,949983,10841606751,1101260,11216366795,904674,12125263955,14266,1912360700,62114,4186388946,113376,5339248726,249489,7118507163,432379,8753605718,606235,10121487492,1056063,32864214339,49139,24162914884,195377,28253599268,323292,29758107861,584239,31549420332,831572,32487931418,955252,32766434889,645275,12199605397,9595,635726295,53727,2782517749,107503,4570134967,255002,7932541295,429638,10486174097,538457,11567662077,1171589,32561305757,9337,581658224,61581,3874133357,141988,8279426643,392910,18446387054,728331,27280437293,956984,30834325176,374840,24695566357,35033,15179751949,101963,20584036354,146570,22010198296,225333,23408539234,299076,24305953559,344539,24668861240,67574111288,24467499195,38524818517,46004082802,57133422568,65152242525,67368902624
2017,IN,2868567,28686,143428,286857,717142,1434284,2151425,378143,167955,124813,77757,40610,20076,186286000000,27521323023,53675232732,74168483781,116196000000,157030000000,178431000000,2383013,133485000000,25424,10801135277,128786,28955704833,259452,44867323542,644702,77783753747,1275308,110422000000,1891063,128013000000,761503,1027440291,25786,345318678,102770,513755823,176443,597454121,347025,750052797,531039,886068735,642970,961302679,488861,2961096146,22178,1086064460,84268,1698639778,137274,1980279360,249083,2406628777,361597,2727799462,426808,2864293859,397883,4825233079,7918,676980178,32799,1546864991,59562,1995315752,130888,2800950112,222625,3606386497,293037,4167585822,423088,7863392692,22507,5036963275,80622,6255949065,127119,6727042861,222990,7339011503,318383,7698735164,372294,7815120544,334373,5363310715,5053,259899524,27409,1199774992,52305,1937208591,121734,3369750458,207167,4490668697,266567,5013023014,646242,12036884294,4957,249615446,34158,1504356087,72973,2767630169,189051,5771314695,351457,8936511565,482307,10781613655,150838,11923936490,17975,8371748385,48631,10557919930,67310,11077034737,99687,11604135595,127561,11876736004,141176,11935899144,23018492161,7410481669,11927799252,14617469436,18824915579,21991428273,22941504210
2017,IA,1331588,13316,66579,133159,332897,665794,998691,385667,176560,132159,85074,46465,24226,93417301620,12488314954,25114429735,35149211775,56092713418,77294312089,88854220758,1114784,64207083860,11746,4779482875,58542,12819997510,117722,20066111652,293619,35593111145,580141,51529627218,866409,60832676544,511950,807763519,12510,206014930,55046,333552785,100232,407819431,213734,542874941,353276,680298957,439229,751626072,299766,1726200084,10639,540705610,43114,886857027,73744,1066749877,141092,1341552260,217872,1569045836,262096,1662842031,198528,2457449206,3774,276602797,15841,698193386,28856,933745885,64994,1369219679,115753,1853932578,151676,2158766459,263686,4228545872,10906,2240232535,41737,3009327104,68883,3325983552,127670,3760249521,194036,4063623232,231629,4173834047,179726,2637536250,2593,124974315,13814,530510235,26554,867402601,62883,1546448961,112364,2152984835,146379,2445954760,304318,6089791921,2819,136802579,16958,752930435,35697,1412394611,93403,3006682718,178482,4697398542,240919,5562439243,95925,5745786437,8572,3693022785,25952,4848357726,37585,5172364679,58977,5514781417,79045,5696698393,88595,5742748231,11238504104,3304556330,5463689163,6766797479,8836359509,10537407486,11162050951
2017,KS,1217222,12172,60861,121722,304306,608611,912917,432034,185376,135170,83079,43588,21961,86807929312,13696092112,26199852923,35706440572,54817452306,73365708008,83138128311,1010661,59232275925,10399,4963230456,53194,13087541046,107116,19966171697,267111,34222673119,530258,48509219348,792902,56518318648,416020,672259521,11418,256222842,48864,354991341,87781,408001926,182527,503011924,290215,590440336,353255,633676213,251474,2053055655,9825,948461151,39479,1300723940,66955,1474384752,126232,1738166258,187970,1930197353,221253,2001518366,191341,2665399631,4262,341218075,17295,878797663,30858,1160291516,67460,1628505510,114819,2097992588,149041,2394529567,230093,4721217170,10088,2870728380,38942,3610860828,64270,3923309273,118180,4334304404,173788,4594098438,203435,4680028568,159374,2681232056,2283,121026692,12482,566381705,24836,955941283,58990,1685956133,101623,2264437880,129101,2513618871,266997,5558152235,2145,98851094,14655,667042972,32549,1337573119,85846,2869711940,158166,4376231432,210078,5116089098,81371,5909465414,7923,3866588602,23969,5124879653,34343,5447356941,52520,5739498357,68305,5885595476,75756,5919993982,11133195936,3682999077,5949160215,7242983733,9187353302,10627629048,11085557262
2017,KY,1767448,17674,88372,176745,441862,883724,1325586,361972,161962,119807,73404,38225,19248,108541000000,15254351627,30804516253,42952236366,67620702433,91263425255,103720000000,1482549,76734439645,15354,6305361294,77799,16697615978,156696,25703604996,389883,44340717302,773693,62947323661,1152692,73191675171,431177,645119044,15488,243208325,61767,340916144,106224,393825880,207685,487344651,313776,568117591,376512,610916889,262442,2156633680,13318,1002641856,50123,1423808858,81333,1611322775,143991,1871677748,203816,2044428782,236138,2111813395,273451,3334771060,5918,535115073,23182,1137990505,40922,1423867182,87479,1913333295,146737,2398096351,193895,2784659737,229593,4630018218,13468,2879568521,47683,3647448966,74838,3942798965,128499,4315853411,179415,4523754550,206774,4594515673,172228,2883938056,3355,190425404,17432,770408255,32573,1183743913,71829,1926169943,116451,2473480451,145648,2731517588,393509,9298880921,3524,194567755,24678,1280215650,53602,2462352890,137352,5122252957,245337,7560368064,324211,8734376561,91298,5596137359,10622,3583269765,29532,4786702529,41028,5100208089,60250,5405733144,76505,5558798304,84772,5596369620,12664897062,4003455573,6588832274,8095384871,10428600192,12131580170,12623353476
2017,LA,1838702,18387,91935,183870,459676,919351,1379027,405698,173711,126666,73477,35955,17492,116955000000,18792762983,36396221145,49866732970,76350641396,100242000000,112101000000,1547075,80739989114,15115,5897751899,79882,17227187605,163521,27531087012,408061,47941869236,807968,67063288522,1203166,77106041809,451786,804529080,16783,339143877,68604,474477216,118451,535177040,232083,648384052,346072,736523276,405798,776960042,257509,2081008334,14209,890434185,52548,1333997378,84028,1520406823,148341,1801573427,206460,1978183637,235353,2042127586,374402,3996159964,6869,852832475,27193,1710636143,47911,2046611809,103854,2587537744,178311,3027923507,250415,3256531077,229613,4995497317,14558,3236341708,51213,4105578502,79740,4391340427,136670,4749818305,186491,4928644268,210663,4977570755,160538,3029681443,3431,193239516,17533,828260769,32058,1280036300,72080,2132572065,115452,2690205036,140607,2914367180,349501,8571433337,3540,219709950,24193,1296750797,49928,2307534727,125739,4732094895,225804,7086452129,297530,8158322658,108049,8862676034,13074,6317589325,36555,7982870983,50301,8360957784,74354,8710720357,93101,8849229802,101790,8876384662,14889712283,5182827009,8320127182,10139435591,12822744996,14510357553,14865831332
2017,ME,607704,6077,30385,60770,151926,303852,455778,373450,170170,124607,76994,40881,21283,38926722371,5077172132,10692933411,15056767996,23892336092,32507651970,37139487910,495716,26382041482,5079,1959573529,25736,5449307983,52355,8548276250,131842,15015964497,262001,21478694695,389892,25131158353,210836,267508853,5706,76055268,24801,122237714,44132,147112420,90481,189401723,144731,229881024,178313,249714146,119607,972707726,4580,318351478,18362,540091404,30674,643110807,57591,787944667,86525,897395166,103599,941145151,107435,1591328866,1720,165104666,7903,406702171,14459,556123787,32799,843810669,58420,1160368715,79087,1395469724,105174,2217446756,4739,1226763611,18280,1671408795,29578,1842257516,53255,2039548049,77975,2163398519,92024,2202071711,79363,1307683773,1301,79351726,6999,329580934,13094,514357914,29748,844183068,50362,1100153802,64291,1222934453,130868,3034808007,1207,70453350,7909,400488139,16674,741092335,42901,1554613410,78937,2407417441,104823,2820301120,36896,1846954449,3338,1061516076,9994,1491801881,14475,1623854877,22495,1759264251,30033,1826982723,33897,1848594003,4565181972,1264682970,2208293158,2765661164,3637278578,4311068097,4540488554
2017,MD,2779634,27796,138982,277963,694909,1389817,2084726,510163,232189,170289,100331,50966,23899,236560000000,36136728811,70837704107,98181542059,152061000000,202500000000,227839000000,2295971,167662000000,23668,14339622178,123965,38577294548,249747,59445990614,616886,100774000000,1212194,140017000000,1814299,161131000000,945039,1415809352,26413,520177256,118759,740105396,220165,867456512,466949,1094493745,729093,1284604193,856462,1363114573,552996,4696011067,23474,1711894910,95332,2714532187,163205,3225897948,307285,3961700249,442597,4446804355,506277,4606658244,551637,6858740608,8373,1137110734,37094,2618742233,68125,3350214690,150814,4384935475,261805,5201368852,361210,5824364805,481090,11104808900,23636,7034741457,91574,8870235271,152132,9598262288,275848,10489533406,389648,10938003633,442791,11059426190,279784,5354399371,5563,335093777,28082,1329506433,53238,2101836575,120019,3585309050,199889,4722546191,243020,5133589059,579726,18710159107,5565,394356536,37788,2490169821,80551,4792858414,205776,10287995800,379361,15754132521,491194,17867343924,147809,13363236511,17141,9412900989,45045,11765145472,62696,12364581963,94728,12959606040,122891,13269228692,137852,13364241458,33048563210,9693475821,16557525400,20577289551,26956439369,31581741555,32920110440
2017,MA,3140912,31409,157046,314091,785228,1570456,2355684,698256,271807,186479,105178,53560,26177,328495000000,77774615513,127551000000,162355000000,227413000000,286859000000,317449000000,2628415,216392000000,26623,26311829837,140126,60916772770,283753,87604313509,707517,137914000000,1386323,183320000000,2067678,208305000000,1218667,2916383927,30233,1540554521,136035,1906606766,250127,2092645003,533136,2408740350,869183,2691226470,1058592,2815732771,786081,9027914308,28195,4143925266,120228,5896599740,208860,6721011574,398813,7820148866,598287,8588806225,699425,8859290401,528927,11647092669,9047,1644072724,43310,3965324921,79677,5353154219,174938,7472354364,295135,9329088883,392630,10559599797,681346,34061962627,28730,25884499057,120106,29925629371,203347,31389498761,369163,32960905272,533803,33769183044,614736,33990452760,372622,7477902438,5183,328333297,27020,1424200004,53264,2440820786,130327,4549864335,238489,6371436123,302189,7043590967,599528,15706671365,5163,292596762,27319,1433588622,59732,2886679359,173365,7275140081,352666,12471053784,472604,14612238118,179333,21799215819,18874,15329180801,54815,19232309744,78580,20299086681,118328,21219586669,151668,21670286726,168017,21796065388,54985993014,21249995077,32454859006,38211303405,46635711076,52748856403,54761448217
2017,MI,4350428,43504,217521,435043,1087607,2175214,3262821,417331,183476,133913,80967,40638,19152,301269000000,50208497935,93844945800,127515000000,194799000000,258433000000,290078000000,3444346,205828000000,38565,20442668995,194103,51107377892,387532,76459862514,949618,126356000000,1864823,174016000000,2756412,198395000000,1369607,2156223172,39708,839721591,165320,1156278273,292251,1331143678,598288,1640689734,944447,1914452291,1154824,2054114017,839916,6056773289,34708,2453543311,134472,3602708824,223460,4157465742,418949,5009735753,622921,5643413163,739514,5898453732,684421,8566208276,11668,1331805825,50143,2948352423,91146,3760158150,201398,5122494813,351569,6447977796,485305,7348456498,749290,15597168728,35458,10671511719,131106,12740009283,212273,13608016756,386160,14716625357,563997,15353767991,663226,15543145993,553419,9540124412,7959,473784031,42560,2077049091,83949,3428242952,205235,6095540134,356465,8141145865,458676,9049856745,1070241,23974145414,8017,451321429,51882,2638500995,113562,5155871823,312116,11611158833,600123,18373997316,834836,22104459961,229781,17536389339,25963,12342326954,69923,15344260136,97023,16142534738,145655,16966624826,189752,17404588570,214042,17543097831,39868941841,13545083862,21470533835,26110146555,33233772507,38395015971,39773982137
2017,MN,2517762,25178,125888,251776,629441,1258881,1888322,500911,212145,152694,94069,50266,25855,206706000000,33783432614,63611622593,85939203324,130490000000,174387000000,197857000000,2104364,144959000000,22251,14074662345,114065,34982718546,228435,51961928616,563381,86018555143,1103942,119278000000,1649525,138415000000,858138,1473085607,23458,587533796,99768,793068395,176845,906692177,367194,1103912151,600523,1299420403,735757,1394027948,596614,4031625297,20932,1473048533,88234,2284157061,151548,2672301507,289247,3247569041,441923,3715020775,524759,3900934728,383698,5560603968,6543,567498906,28991,1559043457,54007,2140255439,123539,3154563338,219799,4242058522,291442,4926776481,532981,12350194669,21371,7859938735,86211,9686800889,143559,10460058902,263983,11423975435,397489,12048937294,469559,12257711263,334463,5786206790,4224,245091708,22138,1025944131,44136,1751141454,110480,3308207586,205595,4724490252,266588,5350002485,522270,11863445333,4284,216035694,24463,1160184890,53018,2312441206,149696,5519654133,302649,9256376319,408286,10912318610,178021,13258876664,14888,8124528841,45746,10941770879,67968,11795772749,108192,12655313165,146022,13104955234,164513,13244060031,28292378906,8912531362,14703272348,17886200627,22785023055,26700828721,28118076389
2017,MS,1151174,11512,57559,115117,287794,575587,863381,312738,147743,109642,63764,32034,16612,61807903685,8290743793,17304630391,24548693828,38932554953,52006558450,58837784330,972176,44044054599,9676,3137050456,49670,9053453935,100013,14368592055,249003,25158138770,500569,35848718574,752649,41818104916,238071,359827253,10016,130368169,39186,192777364,67587,226963482,130386,284570396,185672,324636202,214132,344385151,121696,846642384,8062,369087601,27855,548246491,43995,629594352,75302,743882065,99702,806178095,111676,829874617,224830,1961460464,4375,408008419,16511,780399448,29088,950390281,61290,1213216417,103915,1396400204,146441,1477330702,107882,2013785975,8178,1274740599,26626,1614271845,41022,1748318420,68273,1907237140,89175,1976301080,99116,1999992514,88064,1432892627,2224,123545278,10996,443099478,20271,664057767,43178,1041079117,64216,1267509776,76904,1370935184,230748,5683371172,2629,175725335,18539,1057561440,38376,1881275436,92817,3571084104,154964,4873769107,198004,5442761858,50220,3339409334,7227,2389991837,18469,2992344168,24938,3139790944,35699,3286981084,43561,3339116672,47185,3348024163,6551525882,2100196096,3507840177,4355647112,5632549818,6381276873,6540088084
2017,MO,2583969,25840,129198,258397,645992,1291985,1937977,402452,176275,128189,77691,40044,19922,173131000000,28163355409,53131078930,72303155347,110589000000,147136000000,166088000000,2118385,119190000000,22221,11242490295,113261,28041012059,227560,42147746859,562940,70496562740,1116131,98597081532,1667124,114053000000,784355,1201693710,23624,431881009,98594,607973842,175169,706134485,358592,890954787,557385,1051798139,672482,1133330788,503451,3742721924,20811,1481693770,82006,2237345252,137994,2588517783,258245,3121652460,379094,3498469928,444855,3645198540,401951,5163420615,7724,751129351,32162,1730154337,57791,2219893407,127167,3065492826,221608,3931372645,297467,4532490264,449404,9069428952,21171,5736911477,79391,7111798935,129587,7674284846,235729,8412216190,342215,8857643002,399536,9005777714,306291,5182831296,5009,284566431,27020,1238043783,52219,1992865562,121556,3402852710,202369,4439859538,254617,4906225871,588841,13266395971,5078,279014934,33446,1651411139,72608,3247107650,192597,7074996065,353662,10683631189,469610,12358071031,142370,10562935250,15139,7439232726,43115,9288475006,61031,9785220026,92011,10257516103,119140,10506179039,132363,10568481528,21880779755,7456541604,11833865262,14372649608,18209155103,20999971620,21811246131
2017,MT,464085,4641,23204,46409,116021,232043,348064,399692,169332,124770,77812,40012,19978,30503636991,4744200160,9139061181,12461177327,19265746205,25846198462,29239932821,372076,18638778776,3677,1173786014,18920,3485107728,38657,5665812254,97288,10344014669,193605,15079620682,290766,17733388883,159533,311434342,4310,100428753,18503,153790108,32575,181672766,67316,227489409,109415,270583759,134861,292803733,100014,779622477,3379,263884239,13928,424475428,23683,497970767,46011,611783945,70750,699962508,85037,739175736,80474,1029325086,1384,117095367,6150,287566174,11517,381669826,26081,560265260,46864,779517374,62292,925597250,97125,2303139867,3732,1214313361,14832,1665074426,24727,1845128504,46641,2077481383,70694,2225542920,84522,2279129828,56674,917735073,884,54378233,5015,237167938,9580,367753329,22192,603911370,37539,783337698,47173,865358921,100574,2461108043,894,47561595,6144,315359767,13298,612641565,34392,1330529266,63083,2017374574,82514,2314818654,45399,2559531751,3285,1450331019,11076,2069345740,16447,2245717650,26442,2433950923,36463,2539422375,41560,2561307258,3675196709,1204414366,1949230825,2367594253,3019688201,3505667536,3660777782
2017,NE,820531,8205,41027,82053,205133,410266,615398,413827,180160,132994,83899,44977,23821,58525931274,8838903321,16946907769,23218983322,36083323465,48838556705,55755142686,699573,40443237356,7226,3080068179,36326,8211487880,73115,12766943361,182637,22487700100,362637,32466347588,544422,38301212429,275002,480333444,7646,179955722,32542,248149139,58011,285473960,119817,353537829,192219,419550044,234235,451130708,177563,1256976781,6565,560916229,26670,785819137,45612,891136734,87224,1046620636,131501,1171092334,155481,1219913962,126638,1412702537,2338,149366021,10116,380447987,18517,511334020,42115,754905843,74705,1047124124,96959,1228236694,169955,3387925158,6771,1916321148,26748,2478546994,44788,2714053714,83966,3039534474,126269,3264575800,149288,3343154265,102267,1584858884,1529,89395353,8131,340721029,15769,544717111,36967,951666170,64217,1302098987,81798,1462338711,154971,3312349857,1477,80774645,9609,472507952,20691,899154463,52122,1821108996,94779,2696695496,123580,3074770666,66449,4201536617,5486,2646577083,17464,3523925952,25709,3775761525,40770,4035611031,54899,4166534687,61496,4199227415,7203904821,2322467937,3741326040,4555692869,5812061786,6803616935,7158364361
