Year,state,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
2019,MN,2587748,25877,129387,258775,646937,1293874,1940811,526212.84,225519.65,161832,99091,53130,27703,222832980,34774167,67306625,91645152,140036175,187525621,213194533,2157638,155749188,22920,14362786,116952,36896639,233878,55251618,575099,91817799,1126474,127536669,1688248,148567338,956181,2121996,24487,846798,107299,1153790,192723,1317950,406007,1601581,667886,1883971,820224,2014225,615336,5475163,21595,2448608,91597,3416008,157384,3884241,299946,4567229,458087,5116442,542093,5325571,391725,5884690,6786,598843,29637,1625671,55160,2247450,125757,3332344,221610,4458336,293569,5177500,537035,11283829,21821,6758905,87735,8608301,145545,9387825,267322,10361517,401958,10982091,473388,11181357,359360,6921829,4884,255100,25512,1252629,49694,2156994,122955,4070005,225780,5747038,289257,6443687,542871,12931978,4369,237821,25814,1321238,55838,2600666,159347,6180872,320619,10240251,428326,11952580,173793,14040730,14897,8591462,46039,11661086,67851,12591449,107585,13494639,143340,13919964,160614,14042191,27483325,8848999,14391790,17609677,22363070,25998396,27315158
2019,MS,1189595,11896,59480,118960,297399,594798,892196,327111.22,154615.9,114423,66318,33562,17490,66517221,8817382,18574046,26398800,41881445,55961520,63390182,999948,47251407,9939,3276502,50775,9569819,102232,15225816,254912,26775719,514497,38341131,775289,44890468,259943,533140,10503,197561,42211,290273,73473,341056,142273,427718,202161,485757,233115,512480,122368,962594,8252,419771,28652,631581,45185,723002,76907,852059,100932,919488,112589,944796,238024,2041525,4557,407254,17383,817085,30477,1003329,64469,1293448,110350,1463938,156929,1543258,108114,1976427,8285,1214620,27180,1577350,41693,1710989,69170,1869837,89509,1942960,99449,1965221,93545,1667511,2554,157931,12302,537054,22481,795888,46979,1224447,69086,1484120,82140,1600547,233922,6105433,2849,207148,19330,1176969,40038,2096455,96075,3929432,159103,5288910,201337,5856240,50090,3700261,7304,2663515,18872,3338514,25529,3497833,36225,3644453,43705,3693070,47231,3704686,6152836,1981444,3323563,4128217,5291507,5984787,6143701
2019,MO,2642095,26421,132105,264210,660524,1321048,1981571,427917.24,186671,135176,81563,42273,21403,188619850,32048608,59246804,79953076,121116896,160408519,181024173,2169683,128112642,22710,11724273,115164,29831276,230949,44906100,571020,75201260,1134569,105418831,1702000,122461555,853235,1883737,24493,750876,104847,1022294,188605,1175710,389505,1450532,609003,1682455,735596,1793160,507777,5170714,21360,2610184,84600,3501779,141870,3909526,264215,4502060,385964,4914016,451037,5067811,410870,5183450,7940,681527,32608,1676497,58498,2184839,128948,3058271,223940,3945116,301651,4541438,449129,10265231,21430,6871994,80327,8291172,131170,8872976,237842,9610959,343872,10048796,400413,10195815,320196,6027033,5759,363145,30182,1556286,57730,2460652,131602,4088104,215821,5235211,267648,5727856,588145,14181395,5154,325331,33915,1847708,74061,3605720,196268,7772308,359450,11599175,471882,13263792,139193,11475333,15192,8127409,42993,10162151,60916,10703123,91323,11196146,117110,11431919,129754,11486107,21441503,7852351,12100375,14557907,18094576,20610804,21375921
2019,MT,486435,4864,24322,48644,121609,243218,364826,438858.74,185092,134134.6,82682,42501,21314,34640248,5694705,10765435,14537644,22152216,29469581,33261312,388524,20928218,3857,1463979,19809,4099895,40187,6523866,100946,11714282,201217,16942385,303269,19925687,174299,427694,4552,133167,19916,207777,35409,248162,73600,313532,119686,373414,147442,402794,105475,1016746,3566,391263,14714,589395,25250,683300,48776,822731,74933,925852,89974,972277,83511,1121221,1449,94727,6508,285599,12166,398644,27349,601535,48598,845127,64574,1012376,100234,2778954,3921,1629611,15512,2128695,25846,2319099,48269,2551147,73238,2699737,87399,2753416,61743,1124156,1039,71344,5704,300272,10926,465871,24944,756712,41549,970249,51702,1065253,104178,2745081,936,59310,6334,353234,13780,701676,36281,1525839,66478,2286207,86124,2594823,46160,2930128,3410,1613056,11606,2367905,17206,2582755,27265,2789109,37397,2907837,42262,2931077,3787707,1335909,2101735,2532673,3164378,3624365,3774595
2019,NE,845598,8456,42280,84560,211400,422799,634199,436270.38,191897.15,141358,88533,47398,25305,64046570,9851896,18784357,25649707,39677570,53511004,61068096,718381,43671023,7453,3255512,37193,8789389,74746,13722357,186382,24206922,370809,34950011,558086,41345061,304120,723006,8021,279778,34906,384810,62819,441484,131519,543499,212666,639157,259743,684060,180965,1621804,6824,823754,27454,1086477,47127,1207658,89961,1388150,135205,1528431,159171,1581565,128562,1512785,2422,179217,10401,425927,18883,555442,42645,814619,75078,1123603,97666,1318594,169930,3582490,6946,2082653,27172,2666322,45435,2902474,84803,3241685,126928,3458330,149483,3535353,109503,1895498,1779,108464,9329,432130,17731,685789,40999,1175845,70267,1579768,88334,1760393,159645,3645848,1533,89558,10008,534546,21580,1019472,54545,2053214,99058,3012906,128337,3403470,66308,4460815,5618,2753852,17851,3730767,26084,4017291,41233,4294536,55107,4436300,61372,4465855,6959756,2338324,3709612,4514614,5689801,6587383,6917045
2019,NV,1446121,14461,72306,144612,361530,723061,1084591,488020.4,189406,134631,78568,41048,21695,111954773,26588507,42325748,53710847,75760934,96398098,107593413,1200607,69092193,11153,6232326,58485,15410370,119150,23266191,301253,39395971,614256,55976032,934779,65705355,335391,1526838,13157,888437,53663,1124217,91990,1218066,175781,1356422,254487,1449410,294907,1490493,189343,3512133,10714,2282247,39663,2822349,63532,3014521,110275,3265136,150171,3411898,169607,3468214,246894,2967817,4018,552727,17522,1124870,31486,1412691,66621,1844298,115357,2231468,162297,2504593,187281,9850906,11580,7894479,41656,9010704,65075,9338758,109368,9644418,148505,9802342,168036,9839622,118547,2713491,2970,256382,15324,922163,28171,1362728,58450,2040935,86193,2438524,101555,2602892,265222,8329454,2993,231230,21505,1562283,45718,2898181,110162,5505310,181418,7344074,223848,7989736,71451,8641725,9458,6559025,25620,7907525,34591,8222059,48652,8504771,59815,8621731,65869,8649396,14219455,6523246,9061390,10448081,12443493,13766628,14177135
2019,NH,660133,6601,33007,66013,165033,330067,495100,541699.28,240046.4,172138.8,104634,55709,28876,60544128,9935716,18661305,25271149,38362925,51136826,57947409,550703,41357491,5508,3815865,28553,9659219,57917,14522590,144979,24320995,286354,33871487,429649,39417730,248659,626453,6232,241679,27595,337147,50052,388595,105401,477813,172903,560032,212823,596294,157666,1634453,5551,607196,22895,957609,39449,1121203,75825,1349946,116182,1526696,138170,1591558,102881,2814404,1992,616104,8737,1141068,15833,1437942,34807,1911922,60244,2365861,78330,2620739,133586,4250190,5567,2839664,22375,3471595,37228,3720207,67896,4008936,100578,4177235,118106,4230353,92217,1956545,1416,95147,7201,412375,13964,678016,32842,1202150,58970,1657804,74768,1837622,139548,3666675,1363,84138,7589,440448,16282,847007,43542,1859461,84454,2949664,110987,3404708,31440,2168166,3526,1320544,9674,1786522,13588,1928445,20195,2070728,26139,2144576,29042,2164383,7937186,2556980,4113448,5046758,6460213,7500814,7882132
2019,NJ,4121406,41214,206070,412141,1030352,2060703,3091055,705199.75,289336,198354,110883,55339,25997,419868575,75853287,143950858,192571969,282987734,364702032,405377069,3425588,295623857,35887,33904293,186727,83234262,375205,120636104,921177,189314113,1797031,251324958,2690776,284895661,1438874,5154294,39312,2157849,176403,2917257,320191,3350073,666950,4099916,1063819,4728613,1273735,4986493,1031838,10732343,36375,4251528,158308,6341841,278173,7436697,539774,9032120,807413,10151811,934999,10525288,719394,14542319,10318,1999082,50024,5087588,94562,6870158,210833,9388302,358815,11408906,493188,12824214,861925,22690576,36521,15174031,150758,18645226,255627,20034483,471861,21599736,684961,22401367,785687,22621524,467129,10318570,6994,442489,35552,2003330,71858,3497820,180918,6577781,321857,9035828,397780,9873630,786804,22882778,6112,405675,36545,2204610,84209,4684108,250952,11757195,498715,19060212,650082,21672812,258315,25313898,24555,15582524,72309,21221190,105258,22847132,163005,24357226,212699,25077147,239121,25287408,61820017,20756314,34370377,41860599,52627015,59667351,61625254
2019,NM,899477,8995,44974,89948,224869,449739,674608,357712.08,172163,125871,73542,36965,18466,56324213,8519005,16744588,23295168,36196570,48023701,54129179,725062,36381742,7070,2273194,36492,7152663,73619,11544035,183920,20593340,372335,29682776,564617,34727889,250445,541064,8136,177041,35022,271634,62226,327267,124170,421043,185806,486613,219131,516796,125396,1177164,6375,450032,24909,712049,40851,838075,72426,1010909,99335,1113122,112752,1150863,131067,1663323,2677,284318,10893,571442,19645,729593,41737,989461,69748,1235063,93537,1443342,114046,3522560,6641,2542022,24442,3006205,39137,3181393,67213,3382307,91148,3483206,103084,3511974,85755,1743655,2395,163286,11767,590647,21225,875470,43115,1315285,63134,1575317,74512,1681714,193243,5905703,2622,219339,16878,1157684,34096,2026727,79724,3775636,132081,5136612,164887,5677157,39476,2673752,4979,1880788,12915,2351799,17850,2476940,26409,2608598,33117,2665261,36555,2675700,5900643,1931124,3158587,3917706,5027282,5710905,5889651
2019,NY,9093979,90940,454699,909398,2273495,4546990,6820484,698225.88,245680,166193,92816,46912,22695,873724745,225630220,360653984,451033482,617451538,768971666,846066504,7477264,571079289,75451,82016020,398179,174607044,802208,241516876,1992548,366688313,3980172,487323279,5967093,551846138,3366621,15980667,88358,10298064,404532,12165955,757110,13020704,1622229,14342652,2527265,15294508,2993544,15692140,1900962,27584377,80439,15397774,330126,20271744,559624,22306566,1040593,24963127,1495273,26617668,1715996,27207428,1624039,29308104,23753,5581608,113390,11536727,207120,14221331,434384,17921163,726869,21123594,1023769,24447909,1618072,72256899,80943,57459749,315077,65333929,515255,67826248,915343,70429940,1286631,71712105,1468036,72097516,894707,18446749,16324,1402851,86568,5053621,170475,7905887,390080,12923382,626753,16351331,762266,17670392,1665687,50424656,13963,1128436,92843,6750248,217573,14128680,597802,30276732,1069812,42968107,1370247,47880567,560887,60171042,60531,43279490,171478,54352596,241355,56865234,359854,59012676,458533,59940621,515548,60202436,136007888,62006313,88519696,101725402,120430622,132590079,135748630
2019,NC,4444666,44447,222233,444467,1111167,2222333,3333500,473188,203682,142509,81794,41245,20938,323085293,52181581,102730157,140086249,211247992,276227809,310105732,3684944,223498787,38689,21313252,195651,55641907,388587,82454035,957587,134537434,1916141,185484832,2876969,213856456,1375642,2852304,41529,960966,180161,1456611,326709,1748239,677211,2224614,1031703,2576505,1216938,2731501,786627,7279924,36318,2552812,148645,4259887,251530,5132912,454155,6258137,629749,6905100,713626,7131837,801961,9598912,12750,1245855,55539,2918459,102358,3841398,228531,5345315,400813,6848692,553346,8024369,695499,18079833,37308,11922465,144555,14868122,236865,16042630,412707,17284013,561897,17847520,632780,18008507,495175,9741200,8850,485664,47578,2347215,94645,3981685,218532,6798351,344966,8558804,419301,9279823,907174,22648294,7930,478983,52774,2983692,121538,6160964,329640,13254040,582554,18965568,751761,21395593,244328,19163428,26569,12295308,76053,16431099,108859,17560782,163366,18582159,207082,19070489,228609,19182968,37587235,12939704,21196559,25852354,32226438,36339639,37491241
2019,ND,340942,3409,17047,34094,85236,170471,255707,493692.7,205589.75,151540.9,97500.75,52125,27455,28396912,4589099,8514785,11474415,17610734,23777553,27096431,290225,18260406,2731,1060687,14174,3120448,29195,5182877,74833,9801476,148599,14455492,223767,17224728,121473,322298,3233,124268,14159,177502,24978,203606,51071,243986,84227,287470,104036,306395,74049,452771,2603,151348,10582,242199,17976,286945,34430,349243,53798,408997,64714,433812,51310,741262,1055,104039,4555,240170,8336,323707,18182,456763,31463,606628,40456,679278,65702,1979488,2729,1306597,10774,1599512,17510,1702073,32003,1833118,48821,1926357,58089,1960020,38921,680664,666,27242,3330,146863,6159,241466,13846,414649,25206,573040,31956,636091,61047,1310559,617,21020,3540,146742,7478,288572,19410,638413,37722,1042988,49596,1214113,27192,1985832,2235,1175482,7714,1664847,11336,1787506,17490,1915352,22979,1975812,25364,1986332,3332086,1099272,1734153,2103123,2680982,3138459,3308099
2019,OH,5286557,52866,264328,528656,1321639,2643279,3964918,422373.44,182635,132003,80832,43700,22706,369829117,55832303,109429155,149885434,230990499,309990181,353239350,4373452,257329401,46370,23638477,231967,59572497,464508,89193072,1150951,149606559,2273079,210023586,3397252,245132303,1531847,3055052,48952,1056193,204954,1565429,357644,1846322,713088,2316979,1108398,2716862,1337910,2909358,1003855,8358425,43705,3502353,172364,5257950,287000,6055600,528870,7150981,771660,7893133,899320,8176845,774188,11192631,15918,1593456,66168,3832127,118551,5009902,251761,6918832,417378,8616950,552218,9753066,831969,16236026,43311,10341179,160932,12963017,258339,13987019,456764,15251719,650358,15933605,750199,16146584,641966,11720660,11245,671587,58136,2875114,110650,4573190,252795,7659418,423409,10008592,534038,11065282,1193530,30394500,10235,612866,67302,3798070,145984,7346611,383730,15666009,717082,24300874,964260,28382317,243420,19238265,29654,13159183,81583,16933008,112800,17880236,164860,18730693,206780,19131868,227384,19246616,41802165,13804491,22240782,27038559,34277748,39809338,41625260
2019,OK,1579574,15796,78979,157957,394894,789787,1184681,412897.62,179389.35,130407,78249,40584.5,20636,106596449,16522687,32173933,44086895,67814650,90270450,102124638,1314003,73397660,13262,5731552,68043,15648686,137327,24307239,343077,42230063,685237,60133521,1024372,70022203,467114,1118900,14340,450224,61717,633835,110333,726379,223258,880903,339307,1005182,406318,1067822,217447,2028231,11291,980159,42255,1356361,68512,1530883,120821,1769039,168601,1923873,194663,1986112,277432,2992049,5516,344038,22629,869133,40722,1130902,88360,1589751,149056,2068330,200407,2491541,197879,4916843,11907,3199961,42413,3973497,66688,4265653,113286,4624407,155113,4814253,177721,4884606,152154,3018538,3325,204759,16576,850273,30864,1320295,66807,2106009,105415,2637471,129227,2873210,308865,7478136,3205,196218,21685,1158706,46091,2140782,114529,4258704,198577,6139048,257560,7039960,93122,6350425,10194,4178104,29450,5471713,41458,5804348,61541,6130115,78003,6292155,86538,6328261,11298990,3908112,6270474,7632012,9571339,10880047,11265899
2019,OR,1905206,19052,95260,190521,476302,952603,1428905,470440.85,210492,150812.5,90068,46616,23780,146705007,21182214,43281164,60015077,92869043,124198237,140549881,1536128,97542126,15762,8094315,79952,21873866,159506,33300684,393684,56406602,786707,79691115,1193441,92990542,767656,1446133,18244,422662,85102,675469,160956,826823,352907,1072882,565194,1276120,671719,1367016,385338,3379518,14835,1167864,62607,1862497,106879,2223133,199456,2738651,290911,3118139,338744,3269863,295394,4928830,4719,459238,22301,1329111,41558,1864762,92830,2794213,162167,3776035,216736,4399424,358354,8460451,15473,4594405,62917,6378192,104782,7090540,189206,7857529,271794,8271858,315393,8405827,242419,4815268,3947,238953,20461,1063826,40907,1788786,96549,3136137,161785,4134851,200770,4544250,371328,10939854,3149,205247,20149,1311951,45808,2786344,126665,6262627,233881,9217896,301580,10325837,119063,9312614,11101,5400722,33437,7603719,48803,8286007,74896,8915582,98040,9227821,109596,9305945,17126032,5196369,8809053,10946617,14104525,16322974,17044686
2019,PA,5814046,58140,290702,581405,1453512,2907023,4360535,505357.75,213897.75,151952,90279,46990,23218,462212599,76230542,146261040,197911584,298593460,394403771,444386402,4744214,317428815,50626,32231130,256281,79999010,512140,117861447,1263313,192011420,2500814,264654757,3740405,304984457,2010035,4828008,54486,1872427,239409,2601945,431200,3006044,890437,3703555,1410594,4301169,1713409,4591416,1311768,11495158,49512,4615337,204405,7003878,346694,8121177,651844,9678198,969719,10773126,1144307,11201517,812536,14330973,16653,2085226,71672,5092211,127432,6667560,269028,9134503,450249,11382823,599165,12878066,1053683,24293345,49202,16068293,191440,19750633,311832,21182345,556531,22887229,801974,23854193,933808,24169755,823125,15232337,12251,824345,64208,3480025,126019,5680307,300893,9782957,516546,12923925,658471,14310881,1348936,31548773,11293,702194,68747,3826351,151937,7633880,416032,16746304,781779,25312108,1045174,29215502,295243,23771772,32138,15531790,90963,20475015,127794,21744319,190229,22930982,244935,23566890,274293,23765766,57581294,19539196,31557198,38328282,48113814,55212069,57389542
2019,RI,502527,5025,25126,50253,125632,251264,376895,465609.52,205585.5,150603,89638,47200,23859,39245656,6305986,11963291,16327280,24988967,33243602,37620346,420181,27205332,4394,2403806,22243,6185023,44680,9426718,110467,15888599,218723,22318243,329296,25999218,160086,429542,4727,175401,20071,237867,35867,272238,73915,336388,116471,388304,139224,411226,99546,898838,4212,370563,16675,557924,28228,639662,53024,763856,77440,849254,89271,878886,78567,1315033,1557,153154,6838,410348,12093,545839,25592,775950,42118,988879,55835,1145564,83019,2495926,4221,1755079,15939,2113441,25818,2240668,46184,2389212,65769,2465155,75095,2487919,60111,1111707,1148,65861,5715,275975,10707,430836,24363,732342,40347,955789,49631,1048386,97729,2597836,1030,62164,6341,361399,13381,695212,34732,1484549,62306,2191357,79615,2451147,26043,1913584,2982,1232903,8154,1628507,11432,1739892,17190,1850077,21835,1899665,24177,1914371,4812887,1557847,2500648,3074098,3946213,4593813,4792706
2019,SC,2175608,21756,108780,217561,543902,1087804,1631706,432440.6,187614,134512.3,78612,39895,20524,150538085,24518358,47127343,64179922,97487243,128121160,144245432,1789125,98849424,18230,8402423,91958,22303948,183390,33803818,454206,57033180,915654,80545862,1385023,94061093,563286,1285722,19929,454927,82578,688231,144906,817650,287257,1024963,424363,1171124,497323,1235488,362260,3634013,17229,1456153,67421,2276460,113257,2661462,207722,3168980,289123,3464559,328698,3567414,376707,4299393,6684,638826,27808,1477776,50376,1908535,110270,2608131,189751,3242971,259164,3641243,319952,8259453,17845,5494530,66062,6861073,107451,7358874,189270,7911284,258174,8162763,291222,8233602,255081,5400014,5100,321219,27697,1509607,53885,2407366,119710,3904676,184249,4822372,221186,5186989,494521,12914629,5078,322119,34233,2047759,74844,3936465,190732,7906987,326962,10999783,417038,12292394,113921,9216687,13682,6143582,38465,8005054,53597,8498220,78732,8974684,97821,9177769,106834,9221754,16780240,5996965,9494389,11508437,14335246,16209425,16736559
